axis,value,scene,layer,readout,result
A_Care_Compassion,0,S_defection,S7,goal:affiliation,0.39898848486042987
A_Care_Compassion,0,S_defection,S7,goal:control,0.3558789105180247
A_Care_Compassion,0,S_defection,S7,goal:exploration,0.3253892584497801
A_Care_Compassion,0,S_defection,S7,goal:wealth,0.1706266141322456
A_Care_Compassion,0,S_defection,S7,goal:status,0.052875804160989505
A_Care_Compassion,0,S_defection,S7,goal:safety,0
A_Care_Compassion,0,S_defection,S7,goal:order,0
A_Care_Compassion,0,S_defection,S7,goal:rest,0.03598193679981936
A_Care_Compassion,0,S_defection,S7,util:reduce_self_threat,0.08064116052024008
A_Care_Compassion,0,S_defection,S7,util:stabilize_other,0.39898848486042987
A_Care_Compassion,0,S_defection,S7,util:verify_claim,0.15
A_Care_Compassion,0,S_defection,S7,util:preserve_cooperation,0.39898848486042987
A_Care_Compassion,0,S_defection,S7,util:confront_threat_source,0.15
A_Care_Compassion,0,S_defection,S7,util:restore_self_control,0.15
A_Care_Compassion,0,S_defection,S7,util:maintain_trust_signal,0.39898848486042987
A_Care_Compassion,0,S_defection,S7,util:deescalate_interaction,0.15
A_Care_Compassion,0,S_defection,S7,util:protect_status_position,0.08888435928859734
A_Care_Compassion,0,S_defection,S7,util:recover_resources,0.15
A_Care_Compassion,0,S_defection,S7,util:maintain_contact_channel,0.15
A_Care_Compassion,0,S_defection,S7,util:follow_order,0.06388435928859734
A_Care_Compassion,0,S_defection,S7,util:maintain_cohesion,0.4739884848604299
A_Care_Compassion,0,S_defection,S7,util:maintain_legitimacy,0.15138435928859734
A_Care_Compassion,0,S_defection,S7,util:assert_autonomy,0
A_Care_Compassion,0,S_defection,S7,util:protect_self,0.0472627599044187
A_Care_Compassion,0,S_defection,S7,util:relief_from_stress,0.01793742560801226
A_Care_Compassion,0,S_defection,S7,util:help_wounded,0.39898848486042987
A_Care_Compassion,0,S_defection,S7,util:immediate_compliance,0.32238163490331107
A_Care_Compassion,0,S_defection,S7,util:go_to_surface,0.2682600355191324
A_Care_Compassion,0,S_defection,S7,util:protect_other,0.43648848486042985
A_Care_Compassion,0,S_defection,S7,util:protect_others,0.43648848486042985
A_Care_Compassion,0,S_defection,S7,util:seek_information,0.35313408448390243
A_Care_Compassion,0,S_defection,S7,util:avoid_blame,0.038884359288597334
A_Care_Compassion,0,S_defection,S7,util:follow_leader,0.05138435928859734
A_Care_Compassion,0,S_defection,S7,util:support_leader,0.2689364220745136
A_Care_Compassion,0,S_defection,S7,util:challenge_leader,0.01388435928859734
A_Care_Compassion,0,S_defection,S7,util:scrutinize_leader,0.22813408448390243
A_Care_Compassion,0,S_defection,S7,util:faction_loyalty,0.2439364220745136
A_Care_Compassion,0,S_defection,S7,util:contain_enemy,0.2432600355191324
A_Care_Compassion,0,S_defection,S7,util:monitor_enemy,0.2155152094850101
A_Care_Compassion,0,S_defection,S7,util:complete_mission,0.28488163490331103
A_Care_Compassion,0,S_defection,S7,util:preserve_knowledge,0.224818148354387
A_Care_Compassion,0,S_defection,S7,util:contain_threat,0.2682600355191324
A_Care_Compassion,0,S_defection,S7,util:avoid_pain,0.026315826223833633
A_Care_Compassion,0,S_defection,S7,util:keep_vow,0.0815656987737956
A_Care_Compassion,0,S_defection,S7,util:uphold_values,0.08888435928859734
A_Care_Compassion,0,S_defection,S7,util:redeem_self,0.08888435928859734
A_Care_Compassion,0,S_defection,S7,util:fulfill_role,0.12638435928859734
A_Care_Compassion,0,S_defection,S7,util:protect_specific_person,0.39898848486042987
A_Care_Compassion,0,S_defection,S7,util:test_loyalty,0.29738163490331104
A_Care_Compassion,0,S_defection,S7,util:escape,0.0222627599044187
A_Care_Compassion,0,S_defection,S7,util:avenge,0.08888435928859734
A_Care_Compassion,0,S_defection,S7,util:self_preservation,0.018141160520240077
A_Care_Compassion,0,S_defection,S7,util:BODY_CIRCADIAN_RESET,0.0719904919274272
A_Care_Compassion,0,S_defection,S7,util:protect_lives,0.26481482269033496
A_Care_Compassion,0,S_defection,S7,util:maintain_order,0.309881634903311
A_Care_Compassion,0,S_defection,S7,util:seek_status,0.13888435928859733
A_Care_Compassion,0,S_defection,S7,util:preserve_autonomy,0.009762759904418702
