characterId,axis,base,scene,readout,slope,sign
assi-the-runner,B_tolerance_ambiguity,0.8,S_vulnerable,prior:assi-the-runner:wait,-0.0236,-1
assi-the-runner,B_tolerance_ambiguity,0.8,S_vulnerable,prior:B:investigate,-0.09,-1
assi-the-runner,B_tolerance_ambiguity,0.8,S_vulnerable,prior:B:verify,-0.12,-1
assi-the-runner,B_tolerance_ambiguity,0.8,S_vulnerable,drv:curiosityNeed,-0.0308,-1
assi-the-runner,B_tolerance_ambiguity,0.8,S_hierarchy,prior:assi-the-runner:escape,0.0239,1
assi-the-runner,B_tolerance_ambiguity,0.8,S_hierarchy,prior:assi-the-runner:wait,-0.0236,-1
assi-the-runner,B_tolerance_ambiguity,0.8,S_hierarchy,prior:B:investigate,-0.09,-1
assi-the-runner,B_tolerance_ambiguity,0.8,S_hierarchy,prior:B:verify,-0.12,-1
assi-the-runner,B_tolerance_ambiguity,0.8,S_hierarchy,drv:curiosityNeed,-0.0308,-1
assi-the-runner,B_tolerance_ambiguity,0.8,S_threat,prior:B:investigate,-0.09,-1
assi-the-runner,B_tolerance_ambiguity,0.8,S_threat,prior:B:verify,-0.12,-1
assi-the-runner,B_tolerance_ambiguity,0.8,S_threat,drv:curiosityNeed,-0.0352,-1
assi-the-runner,C_betrayal_cost,0.4,S_neutral,goal:affiliation,-0.0264,-1
assi-the-runner,C_betrayal_cost,0.4,S_neutral,goal:safety,-0.027,-1
assi-the-runner,C_betrayal_cost,0.4,S_neutral,util:reduce_self_threat,-0.0304,-1
